zip,city,county,state,pop,jobs
80223,Denver,Denver,CO,19972,364
85009,Phoenix,Maricopa,AZ,51711,364
85012,Phoenix,Maricopa,AZ,7492,364
60618,Chicago,Cook,IL,94907,364
75052,Grand Prairie,Dallas,TX,95495,364
08850,Milltown,Middlesex,NJ,8373,364
02186,Milton,Norfolk,MA,27572,364
94606,Oakland,Alameda,CA,38220,363
60107,Streamwood,Cook,IL,39894,363
85281,Tempe,Maricopa,AZ,66833,363
85006,Phoenix,Maricopa,AZ,27206,363
76010,Arlington,Tarrant,TX,60097,363
02114,Boston,Suffolk,MA,13335,363
94602,Oakland,Alameda,CA,30162,362
80002,Arvada,Jefferson,CO,18877,362
80230,Denver,Denver,CO,9545,362
80246,Denver,Denver,CO,13433,362
80218,Denver,Denver,CO,19385,362
80215,Denver,Jefferson,CO,19487,362
60646,Chicago,Cook,IL,28569,362
75215,Dallas,Dallas,TX,17818,362
60805,Evergreen Park,Cook,IL,19479,362
02111,Boston,Suffolk,MA,7926,362
01730,Bedford,Middlesex,MA,14070,362
02021,Canton,Norfolk,MA,23369,362
20124,Clifton,Fairfax,VI,15114,361
30306,Atlanta,Fulton,GA,23973,361
80210,Denver,Denver,CO,37087,361
80207,Denver,Denver,CO,26706,361
20833,Brookeville,Montgomery,MD,7369,361
85257,Scottsdale,Maricopa,AZ,33392,361
20723,Laurel,Howard,MD,35411,361
60077,Skokie,Cook,IL,27626,361
75044,Garland,Dallas,TX,43292,361
02108,Boston,Suffolk,MA,4454,361
22308,Alexandria,Fairfax,VI,13610,360
80010,Aurora,Arapahoe,CO,42807,360
30084,Tucker,Dekalb,GA,38374,360
75041,Garland,Dallas,TX,30880,360
85042,Phoenix,Maricopa,AZ,47957,360
76053,Hurst,Tarrant,TX,30765,360
22309,Alexandria,Fairfax,VI,37464,359
20746,Suitland,Prince Georges,MD,27041,359
98332,Gig Harbor,Pierce,WA,18655,359
75034,Frisco,Collin,TX,108525,359
60025,Glenview,Cook,IL,40935,359
85028,Phoenix,Maricopa,AZ,19334,359
85034,Phoenix,Maricopa,AZ,5045,359
85004,Phoenix,Maricopa,AZ,7164,359
85041,Phoenix,Maricopa,AZ,62152,359
75224,Dallas,Dallas,TX,37592,359
01801,Woburn,Middlesex,MA,40359,359
30033,Decatur,Dekalb,GA,32847,359
02151,Revere,Suffolk,MA,53701,359
20171,Herndon,Fairfax,VI,51093,358
80222,Denver,Denver,CO,23287,358
80110,Englewood,Arapahoe,CO,22756,358
08518,Florence,Burlington,NJ,5402,358
85254,Scottsdale,Maricopa,AZ,47185,358
60462,Orland Park,Cook,IL,39784,358
60614,Chicago,Cook,IL,71954,358
60621,Chicago,Cook,IL,28018,358
19405,Bridgeport,Montgomery,PA,5250,358
19081,Swarthmore,Delaware,PA,9923,358
02150,Chelsea,Suffolk,MA,39983,358
01890,Winchester,Middlesex,MA,22738,358
98310,Bremerton,Kitsap,WA,20575,357
60563,Naperville,Du Page,IL,37705,357
20777,Highland,Howard,MD,3687,357
85007,Phoenix,Maricopa,AZ,14428,356
75233,Dallas,Dallas,TX,17280,356
08086,Thorofare,Gloucester,NJ,7642,356
19044,Horsham,Montgomery,PA,16206,356
60616,Chicago,Cook,IL,54197,356
02125,Boston,Suffolk,MA,34847,356
01803,Burlington,Middlesex,MA,27650,356
80224,Denver,Denver,CO,18941,355
85253,Paradise Valley,Maricopa,AZ,18811,355
60655,Chicago,Cook,IL,28569,355
85003,Phoenix,Maricopa,AZ,8499,355
08093,Westville,Gloucester,NJ,9310,355
94611,Oakland,Alameda,CA,38975,354
94618,Oakland,Alameda,CA,17252,354
94610,Oakland,Alameda,CA,31936,354
80227,Denver,Denver,CO,34878,354
94063,Redwood City,San Mateo,CA,34867,354
19078,Ridley Park,Delaware,PA,11562,354
01775,Stow,Middlesex,MA,7133,354
02119,Boston,Suffolk,MA,27818,354
02122,Boston,Suffolk,MA,24485,354
20748,Temple Hills,Prince Georges,MD,38904,353
30002,Avondale Estates,Dekalb,GA,6054,353
30317,Atlanta,Fulton,GA,13820,353
30305,Atlanta,Fulton,GA,24551,353
80236,Denver,Denver,CO,19230,353
19086,Wallingford,Delaware,PA,11746,353
02169,Quincy,Norfolk,MA,56523,353
94612,Oakland,Alameda,CA,15785,352
94501,Alameda,Alameda,CA,63821,352
80228,Denver,Jefferson,CO,34111,352
30326,Atlanta,Fulton,GA,6529,352
30329,Atlanta,Dekalb,GA,28383,352
20720,Bowie,Prince Georges,MD,22971,352
30338,Atlanta,Fulton,GA,35903,352
75013,Allen,Collin,TX,42629,352
85013,Phoenix,Maricopa,AZ,21028,352
60625,Chicago,Cook,IL,79444,352
76182,North Richland Hills,Tarrant,TX,31046,352
02180,Stoneham,Middlesex,MA,23223,352
20747,District Heights,Prince Georges,MD,40484,351
30360,Atlanta,Dekalb,GA,15856,351
60074,Palatine,Cook,IL,39217,351
18925,Furlong,Bucks,PA,6692,351
75094,Plano,Collin,TX,23239,351
19013,Chester,Delaware,PA,35134,351
08805,Bound Brook,Somerset,NJ,12253,351
19047,Langhorne,Bucks,PA,34479,351
20166,Sterling,Loudoun,VI,12236,350
60555,Warrenville,Du Page,IL,13273,350
30346,Atlanta,Dekalb,GA,4914,350
85032,Phoenix,Maricopa,AZ,73203,350
08031,Bellmawr,Camden,NJ,11398,350
19029,Essington,Delaware,PA,4013,350
92651,Laguna Beach,Orange,CA,24800,349
98024,Fall City,King,WA,6890,349
30307,Atlanta,Fulton,GA,20036,349
94502,Alameda,Alameda,CA,14701,349
30345,Atlanta,Dekalb,GA,25797,349
30340,Atlanta,Dekalb,GA,27796,349
20715,Bowie,Prince Georges,MD,27556,349
85260,Scottsdale,Maricopa,AZ,39861,349
60076,Skokie,Cook,IL,31788,349
85266,Scottsdale,Maricopa,AZ,13253,349
75216,Dallas,Dallas,TX,53327,349
08106,Audubon,Camden,NJ,9515,349
01741,Carlisle,Middlesex,MA,5224,349
02109,Boston,Suffolk,MA,4190,349
94609,Oakland,Alameda,CA,23726,348
08059,Mount Ephraim,Camden,NJ,5597,348
02113,Boston,Suffolk,MA,6966,348
07704,Fair Haven,Monmouth,NJ,5873,348
30076,Roswell,Fulton,GA,46742,348
02176,Melrose,Middlesex,MA,28113,348
20170,Herndon,Fairfax,VI,42690,347
80235,Denver,Denver,CO,8804,347
80239,Denver,Denver,CO,47829,347
80011,Aurora,Adams,CO,52172,347
60659,Chicago,Cook,IL,42735,347
02152,Winthrop,Suffolk,MA,18542,347
91730,Rancho Cucamonga,San Bernardino,CA,72407,346
98311,Bremerton,Kitsap,WA,27946,346
80231,Denver,Denver,CO,36861,346
85043,Phoenix,Maricopa,AZ,38704,346
85019,Phoenix,Maricopa,AZ,27813,346
60657,Chicago,Cook,IL,70958,346
76180,North Richland Hills,Tarrant,TX,37524,346
19333,Devon,Chester,PA,6911,346
02056,Norfolk,Norfolk,MA,11309,346
01906,Saugus,Essex,MA,28222,346
02067,Sharon,Norfolk,MA,18508,346
94607,Oakland,Alameda,CA,26823,345
30312,Atlanta,Fulton,GA,24782,345
30303,Atlanta,Fulton,GA,6628,345
30068,Marietta,Cobb,GA,32453,345
60467,Orland Park,Cook,IL,26861,345
19446,Lansdale,Montgomery,PA,56720,345
60712,Lincolnwood,Cook,IL,12434,345
76012,Arlington,Tarrant,TX,25719,345
75236,Dallas,Dallas,TX,18137,345
60540,Naperville,Du Page,IL,45187,344
30083,Stone Mountain,Dekalb,GA,57137,344
30350,Atlanta,Dekalb,GA,39075,344
85258,Scottsdale,Maricopa,AZ,25755,344
85250,Scottsdale,Maricopa,AZ,17688,344
60445,Midlothian,Cook,IL,25810,344
19094,Woodlyn,Delaware,PA,4060,344
01821,Billerica,Middlesex,MA,32797,344
02170,Quincy,Norfolk,MA,19848,344
91752,Mira Loma,Riverside,CA,35694,343
91377,Oak Park,Ventura,CA,13853,343
30316,Atlanta,Fulton,GA,33670,343
30021,Clarkston,Dekalb,GA,23493,343
30092,Norcross,Gwinnett,GA,36034,343
60203,Evanston,Cook,IL,4397,343
75048,Sachse,Dallas,TX,25598,343
60613,Chicago,Cook,IL,50761,343
85282,Tempe,Maricopa,AZ,55664,343
19406,King Of Prussia,Montgomery,PA,25105,343
01752,Marlborough,Middlesex,MA,39736,343
02038,Franklin,Norfolk,MA,33256,343
20744,Fort Washington,Prince Georges,MD,54925,342
98346,Kingston,Kitsap,WA,9964,342
20882,Gaithersburg,Montgomery,MD,13988,342
85021,Phoenix,Maricopa,AZ,43378,342
08036,Hainesport,Burlington,NJ,5917,342
08836,Martinsville,Somerset,NJ,3776,342
01772,Southborough,Worcester,MA,9526,342
80128,Littleton,Jefferson,CO,36435,342
91381,Stevenson Ranch,Los Angeles,CA,19390,341
30327,Atlanta,Fulton,GA,22893,341
94578,San Leandro,Alameda,CA,41865,341
30067,Marietta,Cobb,GA,46536,341
19403,Norristown,Montgomery,PA,46592,341
75040,Garland,Dallas,TX,62417,341
94596,Walnut Creek,Contra Costa,CA,21700,341
80012,Aurora,Arapahoe,CO,52588,340
76118,Fort Worth,Tarrant,TX,16378,340
19022,Crum Lynne,Delaware,PA,3696,340
02184,Braintree,Norfolk,MA,37220,340
02171,Quincy,Norfolk,MA,17836,340
01880,Wakefield,Middlesex,MA,26720,340
30032,Decatur,Dekalb,GA,47980,339
80237,Denver,Denver,CO,21890,339
60062,Northbrook,Cook,IL,40686,339
85031,Phoenix,Maricopa,AZ,33886,339
02368,Randolph,Norfolk,MA,34686,339
91784,Upland,San Bernardino,CA,26090,338
94563,Orinda,Contra Costa,CA,19644,338
30071,Norcross,Gwinnett,GA,25386,338
80017,Aurora,Arapahoe,CO,37668,338
80014,Aurora,Arapahoe,CO,39333,338
94065,Redwood City,San Mateo,CA,12461,338
60640,Chicago,Cook,IL,69363,338
75227,Dallas,Dallas,TX,59924,338
08035,Haddon Heights,Camden,NJ,7656,338
02210,Boston,Suffolk,MA,3715,338
20164,Sterling,Loudoun,VI,41684,337
30314,Atlanta,Fulton,GA,24974,337
30313,Atlanta,Fulton,GA,11415,337
94577,San Leandro,Alameda,CA,47682,337
30075,Roswell,Fulton,GA,53779,337
20755,Fort George G Meade,Anne Arundel,MD,10873,337
08066,Paulsboro,Gloucester,NJ,8402,337
94704,Berkeley,Alameda,CA,29597,337
01867,Reading,Middlesex,MA,25077,337
94595,Walnut Creek,Contra Costa,CA,18117,336
30310,Atlanta,Fulton,GA,28664,336
80111,Englewood,Arapahoe,CO,33256,336
30093,Norcross,Gwinnett,GA,56290,336
85283,Tempe,Maricopa,AZ,51495,336
76120,Fort Worth,Tarrant,TX,18125,336
76014,Arlington,Tarrant,TX,35096,336
19015,Brookhaven,Delaware,PA,16809,336
48152,Livonia,Wayne,MI,31018,336
80013,Aurora,Arapahoe,CO,74105,335
80602,Brighton,Adams,CO,36262,335
60565,Naperville,Du Page,IL,40560,335
75065,Lake Dallas,Denton,TX,12640,335
80120,Littleton,Arapahoe,CO,31891,335
85051,Phoenix,Maricopa,AZ,45313,335
20707,Laurel,Prince Georges,MD,32798,335
06831,Greenwich,Fairfield,CT,14588,335
01862,North Billerica,Middlesex,MA,10623,335
02072,Stoughton,Norfolk,MA,28639,335
30062,Marietta,Cobb,GA,65801,334
80122,Littleton,Arapahoe,CO,33117,334
80123,Littleton,Jefferson,CO,47821,334
60093,Winnetka,Cook,IL,19409,334
60091,Wilmette,Cook,IL,27165,334
07420,Haskell,Passaic,NJ,5148,334
02127,Boston,Suffolk,MA,37634,334
08554,Roebling,Burlington,NJ,4123,334
98407,Tacoma,Pierce,WA,21439,333
60620,Chicago,Cook,IL,67711,333
94597,Walnut Creek,Contra Costa,CA,23108,332
80121,Littleton,Arapahoe,CO,19217,332
08048,Lumberton,Burlington,NJ,12195,332
60661,Chicago,Cook,IL,10354,332
75043,Garland,Dallas,TX,62601,332
21045,Columbia,Howard,MD,40365,332
94549,Lafayette,Contra Costa,CA,29795,331
94705,Berkeley,Alameda,CA,13527,331
20716,Bowie,Prince Georges,MD,22237,331
60615,Chicago,Cook,IL,40590,331
80015,Aurora,Arapahoe,CO,69487,330
55454,Minneapolis,Hennepin,MN,10024,330
85201,Mesa,Maricopa,AZ,54110,329
60202,Evanston,Cook,IL,32703,329
01905,Lynn,Essex,MA,24580,329
20877,Gaithersburg,Montgomery,MD,38423,328
75002,Allen,Collin,TX,71253,328
33021,Hollywood,Broward,FL,49941,328
60626,Chicago,Cook,IL,50544,328
21044,Columbia,Howard,MD,44256,328
19312,Berwyn,Chester,PA,11618,328
08007,Barrington,Camden,NJ,4899,328
60653,Chicago,Cook,IL,33154,328
55416,Minneapolis,Hennepin,MN,33036,328
01887,Wilmington,Middlesex,MA,23377,328
55113,St. Paul,Ramsey,MN,41771,327
22079,Lorton,Fairfax,VI,36559,327
60185,West Chicago,Du Page,IL,36100,327
94566,Pleasanton,Alameda,CA,45893,327
33009,Hallandale,Broward,FL,41578,327
08090,Wenonah,Gloucester,NJ,8087,327
08078,Runnemede,Camden,NJ,8318,327
01719,Boxborough,Middlesex,MA,5561,327
55104,St. Paul,Ramsey,MN,45278,326
94070,San Carlos,San Mateo,CA,31074,326
85301,Glendale,Maricopa,AZ,68579,326
85035,Phoenix,Maricopa,AZ,59660,326
08049,Magnolia,Camden,NJ,5335,326
92677,Laguna Niguel,Orange,CA,66314,325
30060,Marietta,Cobb,GA,40290,325
98012,Bothell,Snohomish,WA,67427,325
30022,Alpharetta,Fulton,GA,68945,325
60201,Evanston,Cook,IL,41884,325
08027,Gibbstown,Gloucester,NJ,4831,325
02191,Weymouth,Norfolk,MA,8360,325
02188,Weymouth,Norfolk,MA,15831,325
55423,Minneapolis,Hennepin,MN,36300,325
55414,Minneapolis,Hennepin,MN,35925,324
20616,Bryans Road,Charles,MD,6389,324
98092,Auburn,King,WA,47824,324
98403,Tacoma,Pierce,WA,8130,324
80403,Golden,Jefferson,CO,20499,324
80127,Littleton,Jefferson,CO,45304,324
94404,San Mateo,San Mateo,CA,36985,324
21114,Crofton,Anne Arundel,MD,27303,324
75217,Dallas,Dallas,TX,89163,324
33020,Hollywood,Broward,FL,45147,324
75150,Mesquite,Dallas,TX,60671,324
92503,Riverside,Riverside,CA,95551,323
55407,Minneapolis,Hennepin,MN,40980,323
55415,Minneapolis,Hennepin,MN,4815,323
30066,Marietta,Cobb,GA,55937,323
60022,Glencoe,Cook,IL,8471,323
94061,Redwood City,San Mateo,CA,39023,323
60472,Robbins,Cook,IL,4904,323
60660,Chicago,Cook,IL,44498,323
33056,Opa Locka,Miami-Dade,FL,36110,323
08884,Spotswood,Middlesex,NJ,8269,323
92675,San Juan Capistrano,Orange,CA,38803,322
55408,Minneapolis,Hennepin,MN,31731,322
60089,Buffalo Grove,Lake,IL,41014,322
85259,Scottsdale,Maricopa,AZ,23364,322
08835,Manville,Somerset,NJ,10230,322
08097,Woodbury Heights,Gloucester,NJ,3329,322
02322,Avon,Norfolk,MA,4500,322
91701,Rancho Cucamonga,San Bernardino,CA,39461,321
55424,Minneapolis,Hennepin,MN,9966,321
55411,Minneapolis,Hennepin,MN,31183,321
20721,Bowie,Prince Georges,MD,29730,321
18901,Doylestown,Bucks,PA,27851,321
85210,Mesa,Maricopa,AZ,41073,321
76112,Fort Worth,Tarrant,TX,42572,321
76015,Arlington,Tarrant,TX,16961,321
55419,Minneapolis,Hennepin,MN,27966,320
55101,St. Paul,Ramsey,MN,7743,320
94546,Castro Valley,Alameda,CA,44378,320
85022,Phoenix,Maricopa,AZ,51920,320
85033,Phoenix,Maricopa,AZ,64832,320
85202,Mesa,Maricopa,AZ,40364,320
19426,Collegeville,Montgomery,PA,40720,320
33054,Opa Locka,Miami-Dade,FL,31797,320
76013,Arlington,Tarrant,TX,34203,320
75116,Duncanville,Dallas,TX,19867,320
48154,Livonia,Wayne,MI,37293,320
01851,Lowell,Middlesex,MA,30686,320
55117,St. Paul,Ramsey,MN,45653,319
55106,St. Paul,Ramsey,MN,58771,319
55401,Minneapolis,Hennepin,MN,10238,319
55120,St. Paul,Dakota,MN,4495,319
55406,Minneapolis,Hennepin,MN,33563,319
91301,Agoura Hills,Los Angeles,CA,26334,319
20151,Chantilly,Fairfax,VI,23068,319
94588,Pleasanton,Alameda,CA,37253,319
75089,Rowlett,Dallas,TX,36324,319
75249,Dallas,Dallas,TX,17649,319
08083,Somerdale,Camden,NJ,9489,319
48335,Farmington,Oakland,MI,22998,319
48240,Redford,Wayne,MI,16978,319
02343,Holbrook,Norfolk,MA,10423,319
55426,Minneapolis,Hennepin,MN,26339,318
94703,Berkeley,Alameda,CA,21697,318
20165,Sterling,Loudoun,VI,31912,318
30088,Stone Mountain,Dekalb,GA,30132,318
30047,Lilburn,Gwinnett,GA,65937,318
85203,Mesa,Maricopa,AZ,39797,318
33026,Hollywood,Broward,FL,31891,318
60643,Chicago,Cook,IL,48887,318
33328,Fort Lauderdale,Broward,FL,29626,318
48336,Farmington,Oakland,MI,25913,318
55439,Minneapolis,Hennepin,MN,9072,317
55418,Minneapolis,Hennepin,MN,30305,317
55422,Minneapolis,Hennepin,MN,29837,317
55427,Minneapolis,Hennepin,MN,22646,317
55108,St. Paul,Ramsey,MN,15795,317
94702,Berkeley,Alameda,CA,16860,317
33028,Hollywood,Broward,FL,26848,317
33304,Fort Lauderdale,Broward,FL,18351,317
08029,Glendora,Camden,NJ,4871,317
01908,Nahant,Essex,MA,3502,317
02356,North Easton,Bristol,MA,13312,317
55428,Minneapolis,Hennepin,MN,31323,317
98275,Mukilteo,Snohomish,WA,21336,316
85302,Glendale,Maricopa,AZ,40186,316
85213,Mesa,Maricopa,AZ,36916,316
33055,Opa Locka,Miami-Dade,FL,40883,316
33169,Miami,Miami-Dade,FL,41626,316
19440,Hatfield,Montgomery,PA,19350,316
60637,Chicago,Cook,IL,47300,316
55404,Minneapolis,Hennepin,MN,26963,315
55116,St. Paul,Ramsey,MN,24809,315
55105,St. Paul,Ramsey,MN,26545,315
55413,Minneapolis,Hennepin,MN,14261,315
80112,Englewood,Arapahoe,CO,34092,315
85054,Phoenix,Maricopa,AZ,7785,315
33179,Miami,Miami-Dade,FL,44341,315
33015,Hialeah,Miami-Dade,FL,67191,315
19301,Paoli,Chester,PA,6375,315
33025,Hollywood,Broward,FL,73428,315
60452,Oak Forest,Cook,IL,28008,315
18914,Chalfont,Bucks,PA,21182,315
48331,Farmington,Oakland,MI,21372,315
55417,Minneapolis,Hennepin,MN,26593,314
55410,Minneapolis,Hennepin,MN,20820,314
55103,St. Paul,Ramsey,MN,14062,314
55102,St. Paul,Ramsey,MN,18633,314
20774,Upper Marlboro,Prince Georges,MD,47165,314
30080,Smyrna,Cobb,GA,57067,314
30096,Duluth,Gwinnett,GA,68691,314
21054,Gambrills,Anne Arundel,MD,11199,314
75232,Dallas,Dallas,TX,31453,314
33312,Fort Lauderdale,Broward,FL,55298,314
19014,Aston,Delaware,PA,20900,314
01824,Chelmsford,Middlesex,MA,25754,314
02035,Foxboro,Norfolk,MA,17727,314
55118,St. Paul,Dakota,MN,28318,313
55343,Hopkins,Hennepin,MN,25245,313
55421,Minneapolis,Anoka,MN,28582,313
94706,Albany,Alameda,CA,21218,313
94709,Berkeley,Alameda,CA,11951,313
80027,Louisville,Boulder,CO,34030,313
80601,Brighton,Adams,CO,40766,313
94560,Newark,Alameda,CA,47171,313
80129,Littleton,Douglas,CO,31302,313
80018,Aurora,Arapahoe,CO,13397,313
33023,Hollywood,Broward,FL,73973,313
33024,Hollywood,Broward,FL,76508,313
33316,Fort Lauderdale,Broward,FL,9736,313
08051,Mantua,Gloucester,NJ,10306,313
02043,Hingham,Plymouth,MA,23652,313
55425,Minneapolis,Hennepin,MN,10737,312
55412,Minneapolis,Hennepin,MN,23631,312
55409,Minneapolis,Hennepin,MN,11926,312
94708,Berkeley,Alameda,CA,11394,312
98204,Everett,Snohomish,WA,42364,312
30339,Atlanta,Fulton,GA,23960,312
94401,San Mateo,San Mateo,CA,36001,312
30035,Decatur,Dekalb,GA,23223,312
60015,Deerfield,Lake,IL,27529,312
85256,Scottsdale,Maricopa,AZ,6173,312
33027,Hollywood,Broward,FL,60679,312
33168,Miami,Miami-Dade,FL,27414,312
07924,Bernardsville,Somerset,NJ,7544,312
33004,Dania,Broward,FL,16082,312
33314,Fort Lauderdale,Broward,FL,27261,312
01904,Lynn,Essex,MA,17294,312
01876,Tewksbury,Middlesex,MA,30878,312
07760,Rumson,Monmouth,NJ,8704,312
01852,Lowell,Middlesex,MA,35532,312
33324,Fort Lauderdale,Broward,FL,49045,312
33325,Fort Lauderdale,Broward,FL,29369,312
90265,Malibu,Los Angeles,CA,17954,311
80126,Littleton,Douglas,CO,43356,311
33162,Miami,Miami-Dade,FL,47123,311
60619,Chicago,Cook,IL,61207,311
33147,Miami,Miami-Dade,FL,47811,311
55121,St. Paul,Dakota,MN,8954,310
55112,St. Paul,Ramsey,MN,46009,310
55405,Minneapolis,Hennepin,MN,15942,310
55436,Minneapolis,Hennepin,MN,13444,310
20735,Clinton,Prince Georges,MD,38220,310
30008,Marietta,Cobb,GA,33637,310
75035,Frisco,Collin,TX,75485,310
94536,Fremont,Alameda,CA,74837,310
21076,Hanover,Anne Arundel,MD,17442,310
33315,Fort Lauderdale,Broward,FL,13801,310
07403,Bloomingdale,Passaic,NJ,8009,310
01864,North Reading,Middlesex,MA,15581,310
85303,Glendale,Maricopa,AZ,35142,310
02048,Mansfield,Bristol,MA,23947,310
55107,St. Paul,Ramsey,MN,14279,309
55435,Minneapolis,Hennepin,MN,13965,309
76148,Fort Worth,Tarrant,TX,23993,309
08084,Stratford,Camden,NJ,6971,309
33180,Miami,Miami-Dade,FL,32441,309
60406,Blue Island,Cook,IL,25338,309
48127,Dearborn Heights,Wayne,MI,35747,309
01902,Lynn,Essex,MA,49641,309
94107,San Francisco,San Francisco,CA,31461,309
55109,St. Paul,Ramsey,MN,34148,309
55430,Minneapolis,Hennepin,MN,22546,308
55403,Minneapolis,Hennepin,MN,16784,308
94710,Berkeley,Alameda,CA,7893,308
94507,Alamo,Contra Costa,CA,15105,308
30087,Stone Mountain,Dekalb,GA,39586,308
98329,Gig Harbor,Pierce,WA,11493,308
75098,Wylie,Dallas,TX,56376,308
33161,Miami,Miami-Dade,FL,56130,308
08056,Mickleton,Gloucester,NJ,4841,308
02189,Weymouth,Norfolk,MA,15296,308
91737,Rancho Cucamonga,San Bernardino,CA,25154,307
55441,Minneapolis,Hennepin,MN,18405,307
20120,Centreville,Fairfax,VI,41312,307
98370,Poulsbo,Kitsap,WA,31278,307
19355,Malvern,Chester,PA,26778,307
08869,Raritan,Somerset,NJ,7865,307
33311,Fort Lauderdale,Broward,FL,76073,307
33301,Fort Lauderdale,Broward,FL,14988,307
33317,Fort Lauderdale,Broward,FL,38427,307
33019,Hollywood,Broward,FL,13729,307
06878,Riverside,Fairfield,CT,8112,307
02190,Weymouth,Norfolk,MA,17247,307